Código;Descripción;Ref.prov;Prov.;Costo;Venta;Stock();Margen;Real
;MALLAS KIT 4 BOLSAS EXTRACTORAS PURE FACTORY (220,;MALLAS-17;2;35,7;70;0;0;62,04
;FRUITYLICIOUS 6 UNID. FEMINIZADAS;MANDALA S.-01;2;15,95;29;0;0;65,27
;KALICHAKRA 10 UNID. REGULARES;MANDALA S.-02;2;13,75;29;0;0;91,71
;MANTA CALENTADORA 50x30 CM PURE FACTORY;MANTA-02;2;28,44;54,99;0;0;59,81
;MAPITO 80 L;MAPITO-01;2;22,2;40;0;0;48,92
;BLUEHELL 1 UNID.;MEDICAL-02;29;3,86;8;0;0;71,24
;JACK LA MOTA 1 UNID.;MEDICAL-03;29;4,77;9,99;0;0;73,17
;WHITE WIDOW 1 UNID.;MEDICAL-04;29;3,86;8;0;0;71,24
;PROZACK 1 UNID.;MEDICAL-05;29;4,31;9;0;0;72,62
;SOUR DIESEL 1 UNID.;MEDICAL-06;29;5,45;12;0;0;82,02
;MALAKOFF 1 UNID.;MEDICAL-07;29;4,31;9;0;0;72,62
;NO NAME 1 UNID.;MEDICAL-08;29;4,11;9;0;0;81,02
;DEVIL FRUIT 1 UNID.;MEDICAL-09;29;3,63;8;0;0;82,09
;HAMMERHEAD 1 UNID.;MEDICAL-10;29;3,4;7,01;0;0;70,29
;1024 1 UNID.;MEDICAL-11;29;4,54;9,99;0;0;81,94
;2046 1 UNID.;MEDICAL-12;29;5;11;0;0;81,8
;CHANNEL +  3 UNID.;MEDICAL-13;2;12;23,99;0;0;65,25
;BLUEHELL 3 UNID.;MEDICAL-14;29;11,82;23;0;0;60,83
;JACK LA MOTA 3 UNID.;MEDICAL-15;2;17,55;29;0;0;36,58
;WHITE WIDOW 3 UNID.;MEDICAL-16;2;13,91;23;0;0;36,66
;PROZACK 3 UNID.;MEDICAL-17;2;15,73;26;0;0;36,62
;SOUR DIESEL 3 UNID.;MEDICAL-18;2;20,57;34;0;0;36,61
;MALAKOFF 3 UNID.;MEDICAL-19;2;15,73;26;0;0;36,62
;NO NAME 3 UNID.;MEDICAL-20;2;14,52;23,99;0;0;36,57
;DEVIL FRUIT 3 UNID.;MEDICAL-21;29;9,52;21,01;0;0;82,35
;HAMMERHEAD 3 UNID.;MEDICAL-22;29;9,07;20;0;0;82,25
;1024 3 UNID.;MEDICAL-23;2;16,34;27;0;0;36,54
;2046 3 UNID.;MEDICAL-24;29;14,52;30;0;0;70,73
;CHANNEL +  5 UNID.;MEDICAL-25;2;24,2;40;0;0;36,61
;BLUEHELL 5 UNID.;MEDICAL-26;29;16,09;37,99;0;0;95,15
;JACK LA MOTA 5 UNID.;MEDICAL-27;29;24,69;48;0;0;60,67
;WHITE WIDOW 5 UNID.;MEDICAL-28;29;16,09;37,99;0;0;95,15
;PROZACK  5 UNID.;MEDICAL-29;2;26,01;43;0;0;36,64
;SOUR DIESEL 5 UNID.;MEDICAL-30;2;33,27;54,99;0;0;36,61
;MALAKOFF 5 UNID.;MEDICAL-31;29;19,5;43;0;0;82,26
;NO NAME 5 UNID.;MEDICAL-32;29;16,94;40;0;0;95,16
;DEVIL FRUIT 5 UNID.;MEDICAL-33;2;21,17;35,01;0;0;36,66
;HAMMERHEAD 5 UNID.;MEDICAL-34;29;14,97;33;0;0;82,16
;1024 5 UNID.;MEDICAL-35;2;27,23;45;0;0;36,58
;2046 5 UNID.;MEDICAL-36;29;24,2;50;0;0;70,74
;CHANNEL + 10 UNID.;MEDICAL-37;29;39,8;80;0;0;82,74
;BLUEHELL 10 UNID.;MEDICAL-38;29;35,06;75;0;0;94,47
;JACK LA MOTA 10 UNID.;MEDICAL-39;2;58,08;95;0;0;35,18
;WHITE WIDOW 10 UNID.;MEDICAL-40;2;45,37;75;0;0;36,61
;PROZACK 10 UNID.;MEDICAL-41;29;39,73;85;0;0;94,49
;SOUR DIESEL 10 UNID.;MEDICAL-42;29;51,43;110;0;0;94,44
;MALAKOFF 10 UNID.;MEDICAL-43;29;37,4;80;0;0;94,47
;NO NAME 10 UNID.;MEDICAL-44;2;48,4;80,01;0;0;36,61
;DEVIL FRUIT 10 UNID.;MEDICAL-45;2;41,75;70;0;0;38,56
;HAMMERHEAD 10 UNID.;MEDICAL-46;2;39,33;65;0;0;36,59
;1024 10 UNID.;MEDICAL-47;2;54,45;90;0;0;36,6
;2046 10 UNID.;MEDICAL-48;29;44;100;0;0;106,61
;COLECCION 1  6 UNID.;MEDICAL-49;2;30,25;50;0;0;36,6
;COLECCION 2  6 UNID.;MEDICAL-50;2;36,3;60;0;0;36,61
;COLECCION 3  6 UNID.;MEDICAL-51;2;27,22;45;0;0;36,63
;COLECCION 4  6 UNID.;MEDICAL-52;2;30,25;50;0;0;36,6
;Y GRIEGA 3 UNID.;MEDICAL-53;2;13,91;23;0;0;36,66
;Y GRIEGA 5 UNID.;MEDICAL-54;2;22,99;37,99;0;0;36,58
;VASO MEDIDOR 70 ML;MEDICION-01;2;0,24;0;0;0;-100
;VASO MEDIDOR 250 ML;MEDICION-03;2;0,3;0;0;0;-100
;PIPETA 3 ML;MEDICION-06;2;0,06;0;0;0;-100
;PIPETA 5 ML;MEDICION-07;2;0,24;0;0;0;-100
;MEDIDOR PH MANUAL GHE;MEDICION-09;2;2,84;7,01;-1;0;103,87
;BLUELAB MONITOR GUARDIAN PH,EC Y ?C;MEDIDOR-01;2;197,49;350;0;0;46,47
;MEDIDOR PH HANNA CHECKER;MEDIDOR-02;2;36,18;65;0;0;48,48
;EUTECH ECOTEST MEDIDOR PH;MEDIDOR-03;6;58,38;110;0;0;55,72
;EUTECH ECOTEST MEDIDOR EC;MEDIDOR-04;6;58,38;110;0;0;55,72
;ADWA MEDIDOR PH/TEMPERATURA DIGITAL WATERPROOF;MEDIDOR-05;2;22,5;50;0;0;83,64
;ADWA MEDIDOR EC/TDS/TEMPERATURA DIGITAL WATERPROOF;MEDIDOR-06;2;22,5;50;0;0;83,64
;HANNA MEDIDOR EC ECO;MEDIDOR-07;2;18,9;42;0;0;83,65
;HANNA MEDIDOR PH ECO;MEDIDOR-08;2;18,9;42;0;0;83,65
;CONTROLADOR HANNA GROW 10;MEDIDOR-09;6;1.245,05;1.867,01;0;0;23,93
;HANNA COMBO PH/ECTEMP. WATERPROOF;MEDIDOR-12;2;139,15;228;0;0;35,42
;MEDIDOR CONTINUO EC/TDS/?C HANNA GROCHECK;MEDIDOR-14;6;140,54;230;0;0;35,25
;MEDIDOR CONTINUO PH Y ?C HANNA GROCHECK;MEDIDOR-15;6;180,44;279,99;0;0;28,24
;SONDA PH BLUELAB;MEDIDOR-16;2;66,55;90;0;0;11,77
;SONDA PH COMBO HANNA GROCHECK HI1286;MEDIDOR-17;2;45,98;70;0;0;25,82
;SONDA RECAMBIO PH/TEMP ADWA WATERPROOF AD11P;MEDIDOR-18;2;19,24;35,01;0;0;50,36
;MINIGARDEN BLANCO-SET 3 JARDINERAS;MINI GARDEN-01;28;33,76;60;0;0;46,89
;AFGHAN HAZE 15 UNID. REGULARES;MR NICE-01;2;45,1;69;0;0;39,09
;BLACK WIDOW 15 UNID. REGULARES;MR NICE-02;2;44,88;73;0;0;47,86
;CRITICAL MASS 15 UNID. REGULARES;MR NICE-03;2;41;73;0;0;61,85
;DEVIL 15 UNID. REGULARES;MR NICE-04;2;37,62;61;0;0;47,4
;DREAMTIME 15 UNID. REGULARES;MR NICE-05;2;23,1;37;0;0;45,63
;EARLY QUEEN 15 UNID. REGULARES;MR NICE-06;2;29,7;50;0;0;53,03
;G13 SKUNK 15 UNID. REGULARES;MR NICE-07;1;30,8;60,01;0;0;77,11
;G13 WIDOW 15 REGULARES;MR NICE-08;1;35,2;70;0;0;80,8
;LA NIÐA 15 UNID. REGULARES;MR NICE-09;2;52,8;84;0;0;44,62
;MANGO HAZE 15 UNID. REGULARES;MR NICE-10;2;75,9;115,01;0;0;37,75
;MASTERKUSHxSKUNK 15 UNID. REGULARES;MR NICE-11;1;30,8;60,01;0;0;77,11
;MEDICINE MAN 15 UNID. REGULARES;MR NICE-12;2;52,8;85;0;0;46,34
;NEVILLES HAZExMANGO 15 UNID. REGULARES;MR NICE-13;1;35,2;70;0;0;80,8
;SHARK SHOCK 15 UNID. REGULARES;MR NICE-14;2;37,62;61;0;0;47,4
;SHIT 15 UNID. REGULARES;MR NICE-15;2;23,1;37;0;0;45,63
;SPICE 15 UNID. REGULARES;MR NICE-16;2;37,4;61;0;0;48,26
;SUPER SILVER HAZE 15 UNID. REGULARES;MR NICE-17;2;75,9;120;0;0;43,73
;WALKABOUT 15 UNID. REGULARES;MR NICE-18;2;15,4;26;0;0;53,51
;CRITICAL SKUNK 15 UNID. REGULARES;MR NICE-19;2;37,62;57;0;0;37,75
;HUMUS DE LOMBRIZ 1 L;NATURCANNAB-01;2;4,84;9;0;0;53,72
;GROW LIGHT 50 L SUSTRATO;NATURCANNAB-02;2;6,39;12;0;0;55,24
;KIT NEUTRALIZER;NEUTRALIZER-01;2;45,5;99,99;-2;0;81,63
;CARTUCHO DE REPUESTO NEUTRALIZER;NEUTRALIZER-02;2;20,5;48;0;0;93,51
;HAZE 10 UNID. REGULARES;NIRVANA-01;1;10,65;20;0;0;70,7
;HINDUKUSH 10 UNID. REGULARES;NIRVANA-02;1;10,65;20;0;0;70,7
;WHITE WIDOW 10 UNID. REGULARES;NIRVANA-03;1;10,65;20;0;0;70,7
;SKUNK#1 10 UNID. REGULARES;NIRVANA-04;1;10,65;20;0;0;70,7
;WONDER WOMAN 5 UNID. FEMINIZADAS;NIRVANA-05;1;10,65;20;0;0;70,7
;CRYSTAL 10 UNID. FEMINIZADAS;NIRVANA-06;2;24,75;45;0;0;65,29
;AUTO BUBBLELICIOUS 5 UNID. FEMINIZADAS;NIRVANA-07;2;13,75;25;0;0;65,31
;JOCK HORROR 10 UNID. FEMINIZADAS;NIRVANA-08;2;27,5;50;0;0;65,27
;AUTO BUBBLELICIOUS 10 UNID. FEMINIZADAS;NIRVANA-09;2;24,75;45;0;0;65,29
;BUBBLELICIOUS 5 UNID. FEMINIZADAS;NIRVANA-10;6;13,75;25;0;0;65,31
;SUPER SKUNK 5 UNID. FEMINIZADAS;NIRVANA-11;6;13,75;25;0;0;65,31
;WHITE RHINO 5 UNID. FEMINIZADAS;NIRVANA-12;6;13,75;25;0;0;65,31
;NITRATO DE PLATA 1x25 GRS;NITRATO-01;6;103,87;175;0;0;39,24
;FILTRO DE OSMOSIS INVERSA 5 ETAPAS;OSMOSIS-01;19;90,69;150;-1;0;36,7
;RECAMBIO FILTRO A NEMO;OSMOSIS-03;1;2,73;5,01;0;0;66,67
;RECAMBIO FILTRO B NEMO;OSMOSIS-04;1;2,73;5,01;0;0;66,67
;RECAMBIO MENBRANA 50 GALONES;OSMOSIS-05;1;49,5;75;0;0;37,74
;FILTRO OSMOSIS ECO;OSMOSIS-06;6;67,76;120;0;0;46,35
;BOMBA DE PRESION DEL OSMOSIS 5 ETAPAS (MATAS);OSMOSIS-07;19;69,96;99,99;0;0;18,12
;PRESOSTATO DEL OSMOSIS 5 ETAPAS (MATAS);OSMOSIS-08;19;2,44;4,01;0;0;35,66
;GENERADOR DE OZONO OZOTRES C 1 BOCA 125x300 MM;OZONO-01;2;181,86;260;0;0;18,16
;GENERADOR DE OZONO OZOTRES C 12 BOCA 315 MM;OZONO-02;2;622,43;850;0;0;12,86
;GENERADOR DE OZONO OZOTRES C 6  BOCA 250 MM;OZONO-03;2;349,57;479,99;0;0;13,48
;GENERADOR DE OZONO OZOTRES C 4  BOCA 200 MM;OZONO-04;2;291,01;399;0;0;13,31
;GENERADOR DE OZONO OZOTRES C 2 BOCA 150x300 MM;OZONO-05;2;210,18;295;0;0;16
;GENERADOR DE OZONO OZOTRES C 9  BOCA 315x450 MM;OZONO-06;2;517,28;706;0;0;12,8
;GENERADOR DE OZONO OZOTRES PARED CLASE 1 PRO BOCA;OZONO-07;6;274,79;395;0;0;18,8
;CONES GIGA 28 CM;PAPEL-01;12;1;2;0;0;65
;CONES SUPER SIZE 18 CM;PAPEL-02;12;0,63;1;0;0;31,75
;1000 CONES;PAPEL-03;12;59,29;110;-1;0;53,33
;RAW 300;PAPEL-04;1;1,59;3;0;0;55,97
;RAW 1/4;PAPEL-05;18;0,22;1;-49;0;277,27
;RAW KS SLIM;PAPEL-06;18;0,25;1;-600;0;232
;RAW ROLLO (12-unid.xCAJA);PAPEL-07;2;0,75;2;0;0;120
;OCB ROLLO;PAPEL-09;1;0,93;2;0;0;77,42
;GREENGO KIG SIZE;PAPEL-10;2;0,37;1;-50;0;124,32
;OCB 1 1/14;PAPEL-11;2;0,57;1;0;0;45,61
;COOL BOX LIADORA;PAPEL-12;1;298;600;-1;0;66,4
;AMSTERDAM FLAME 10 UNID. REGULARES;PARADISE-01;1;25,52;50;0;0;78,1
;SUGAR BABE 10 UNID. REGULARES;PARADISE-02;1;19,8;40;0;0;83,64
;SATIVA SPIRIT 10 UNID. REGULARES;PARADISE-03;1;19,8;40;0;0;83,64
;SENSI STAR 10 UNID. REGULARES;PARADISE-04;1;35,53;70;0;0;79,12
;BELLADONNA 10 UNID. REGULARES;PARADISE-05;1;15,4;30;0;0;77,08
;DURGAMATA 10 UNID. REGULARES;PARADISE-06;1;17,6;35;0;0;80,8
;DUTCH DRAGON 10 UNID. REGULARES;PARADISE-07;1;25,57;50;0;0;77,75
;NEBULA 10 UNID. REGULARES;PARADISE-08;1;30,25;60,01;0;0;80,33
;SHEHERAZADE 10 UNID. REGULARES;PARADISE-09;1;27,5;55;0;0;81,82
;SWEET PURPLE 10 UNID. REGULARES;PARADISE-10;1;9,9;20;0;0;83,64
;SWISS BLISS 10 UNID. REGULARES;PARADISE-11;1;30,8;60,01;0;0;77,11
;MAGIC BUD 10 UNID. REGULARES;PARADISE-12;1;15,4;30;0;0;77,08
;DUTCH DRAGON 10 UNID. FEMINIZADAS;PARADISE-13;1;46,2;90;0;0;77,1
;ICE CREAM 10 UNID. FEMINIZADAS;PARADISE-14;2;47,03;90;0;0;73,97
;JACKY WHITE 10 UNID. FEMINIZADAS;PARADISE-15;1;46,2;90;0;0;77,1
;MAGIC BUD 10 UNID. FEMINIZADAS;PARADISE-16;1;30,8;60,01;0;0;77,11
;NEBULA 10 UNID. FEMINIZADAS;PARADISE-17;1;55;110;0;0;81,82
;OPIUM 10 UNID. FEMINIZADAS;PARADISE-18;1;55;110;0;0;81,82
;SENSI STAR 10 UNID. FEMINIZADAS;PARADISE-19;1;66;130;0;0;79,06
;SHEHERAZADE 10 UNID. FEMINIZADAS;PARADISE-20;1;50,6;100;0;0;79,66
;WAPPA 10 UNID. FEMINIZADAS;PARADISE-21;1;37,4;75;0;0;82,3
;WHITE BERRY 10 UNID. FEMINIZADAS;PARADISE-22;1;46,2;90;0;0;77,1
;BELLADONNA 5 UNID. REGULARES;PARADISE-23;1;8,8;17;0;0;75,57
;DUTCH DRAGON 5 UNID. FEMINIZADAS;PARADISE-24;1;25,57;50;0;0;77,75
;ICE CREAM 5 UNID. FEMINIZADAS;PARADISE-25;2;28,74;50;0;0;43,77
;JACKY WHITE 5 UNID. FEMINIZADAS;PARADISE-26;1;26,12;50;0;0;74
;MAGIC BUD 5 UNID. FEMINIZADAS;PARADISE-27;1;15,4;30;0;0;77,08
;NEBULA 5 UNID. FEMINIZADAS;PARADISE-28;2;26,12;50;0;0;74
;OPIUM 5 UNID. FEMINIZADAS;PARADISE-29;1;30,25;60,01;0;0;80,33
;SENSI STAR 5 UNID. FEMINIZADAS;PARADISE-30;2;31,35;60,01;0;0;74
;SHEHERAZADE 5 UNID. FEMINIZADAS;PARADISE-31;1;27,5;55;0;0;81,82
;WAPPA 5 UNID. FEMINIZADAS;PARADISE-32;1;14,11;30;0;0;93,27
;WHITE BERRY 5 UNID. FEMINIZADAS;PARADISE-33;1;25,52;50;0;0;78,1
;SENSI STAR 3 UNID. FEMINIZADAS;PARADISE-34;1;17,88;38,01;0;0;93,23
;AUTOMARIA 3 UNID. FEMINIZADAS;PARADISE-35;1;13,58;27,01;0;0;80,78
;NEBULA 3 UNID. FEMINIZADAS;PARADISE-36;1;15,05;32;0;0;93,29
;ICE CREAM 3 UNID. FEMINIZADAS;PARADISE-37;1;15,05;32;0;0;93,29
;PANDORA AUTOFLORECIENTE 10 UNID. FEMINIZADAS;PARADISE-38;2;33,97;65;0;0;73,95
;PANDORA AUTOFLORECIENTE 3 UNID. FEMINIZADAS;PARADISE-39;2;13,58;26;0;0;74,08
;SENSI STAR 5 UNID. REGULARES;PARADISE-40;2;16,72;32;0;0;73,98
;WHITE BERRY 3 UNID. FEMINIZADAS;PARADISE-41;2;16,72;32;0;0;73,98
;CHAMPION PACK SATIVA 6 UNID.;PARADISE-42;2;26,12;58;0;0;101,88
;PANDORA 10 UNID. FEMINIZADAS;PARADISE-43;2;33,97;75;0;0;100,71
;GRINDER FICHA POKER;PARAFERNALI-12;12;1,82;5;0;0;126,92
;GROW RACK 100x110;PATAS-01;2;81,67;130;0;0;31,55
;GROW RACK 63x110;PATAS-02;2;76,96;115;0;0;23,49
;GROW RACK 200x110;PATAS-03;2;112,41;0;0;0;-100
;PERLITA 3 L;PERLITA-01;6;0,84;2;0;0;96,43
;PERLITA A-13 100 L;PERLITA-02;6;13,21;25;0;0;56,4
;PIEDRA DIFUSORA DE AIRE 25 CM;PIEDRA-01;2;6,15;12;0;0;61,3
;PIEDRA DIFUSOR PLATO 200 MM;PIEDRA-03;6;18,76;34;0;0;49,79
;PIPA CRISTAL MOLINO BONG PEQUEÐO;PIPA-01;1;3,03;9,99;0;0;172,61
;PIPA SPLIFF STICK COLORES;PIPA-03;2;16,33;30;0;0;51,81
;PIPA AMAZED COLORES;PIPA-04;2;18,76;35,01;0;0;54,21
;PIPA SPLIFF STICK CROMADO;PIPA-05;2;23,6;40;0;0;40,08
;PIPA SOLOPIPE;PIPA-07;1;30,25;50;0;0;36,6
;MASCARA PIPA;PIPA-08;1;23,96;45;0;0;55,22
;FILTRO SPLIFF STICK (2 UNID.);PIPA-10;2;5,08;9;0;0;46,46
;PIPA ACRYLICA ;PIPA-11;10;4,39;20;0;0;276,54
;BLUE ELEPHANT GLASS PIPE 15 CM;PIPA-12;12;5,45;12;0;0;82,02
;DESECADOR PARA VACIO 210 MM;PIPA-13;6;64,81;120;0;0;53,02
;PIPA G-LOCK MINI VAPE;PIPA-15;6;54,15;99,99;0;0;52,61
;CLAVO BOROSILICATO 18 MM;PIPA-16;2;5,87;11;0;0;54,86
;CLAVO TITANIO 14 MM;PIPA-17;6;19,97;37,99;0;0;57,24
;CLAVO TITANIO 18 MM;PIPA-18;6;22,38;42;0;0;55,09
;PIPA G-LOCK 17;PIPA-19;6;29,04;56;0;0;59,37
;PIPA G-LOCK 64;PIPA-20;2;45,37;85;0;0;54,84
;PIPA G-LOCK 67;PIPA-21;2;48,4;90;0;0;53,68
;PIPA G-LOCK 70;PIPA-22;2;70;155;0;0;83
;PIPA G-LOCK 72;PIPA-23;2;45;99,99;0;0;83,64
;PIPA G-LOCK 83;PIPA-24;2;58,75;130;0;0;82,88
;GREEN SENSATION 250 ML;PLAGRON-01;2;23,93;44;0;0;51,94
;GREEN SENSATION 500 ML;PLAGRON-02;2;48,15;73;0;0;25,3
;TERRA BLOOM 1 L PLAGRON;PLAGRON-03;2;5,47;9,99;0;0;51,01
;VITA RACE 250 ML;PLAGRON-04;2;8,82;16;0;0;49,89
;GREEN SENSATION 1 L;PLAGRON-05;2;74,16;110;0;0;22,59
;ALGA-BLOOM 5 L;PLAGRON-06;2;36,3;65;0;0;62,78
;ALGA-BLOOM 1 L;PLAGRON-07;2;9,51;18;0;0;56,47
;ENZYMAS 500 ML;PLAGRON-08;2;7,92;15;0;0;72,22
;ALGA-GROW 5 L;PLAGRON-09;2;33,33;62;0;0;69,1
;START UP 1 L;PLAGRON-10;2;27,5;50;0;0;50,25
;SUGAR ROYAL 500 ML;PLAGRON-11;2;19,11;35,01;0;0;51,39
;COCO A+B 5 L PLAGRON;PLAGRON-12;2;23,96;44;0;0;51,75
;ALGA-GROW 1 L;PLAGRON-13;2;8,73;17;0;0;60,94
;LIGHT MIX 50 L CON PERLITA;PLAGRON-14;2;5,3;12;0;0;105,85
;ENZYMAS 1 L;PLAGRON-15;2;13,42;26;0;0;60,13
;PK 13-14  1 L PLAGRON;PLAGRON-16;2;7,1;14;0;0;62,96
;TERRA GROW 1 L PLAGRON;PLAGRON-17;2;5,47;9,99;0;0;51,01
;COCO 50 L PLAGRON;PLAGRON-18;2;7,34;15;-26;0;85,83
;YO-YOS PAREJA  ECO-ROLLER;POLEAS-01;2;3,5;8;0;0;88,86
;POLEAS PROGRIP VDL;POLEAS-02;6;4,6;9,99;0;0;79,57
;POLM SHAKER;POLINIZADOR-01;2;9,56;18;0;0;55,65
;EXTRACTOR DE ACEITE RED DRAGON;POLINIZADOR-02;2;19,6;36;0;0;51,79
;EXTRACTOR DE POLEN TOP ZEEF 6 LT;POLINIZADOR-03;2;119,18;200;0;0;38,69
;POLENMAKER CRISTAL Y ALUMINIO;POLINIZADOR-04;2;21,17;40;-2;0;56,16
;ROTATOR S 40x30x32 CM (12 LTS);POLINIZADOR-05;6;198,32;300;0;0;25,02
;ROLLER EXTRACTOR M150;POLINIZADOR-06;2;31,46;60;-1;0;57,63
;ROLLER EXTRACTOR L200;POLINIZADOR-07;2;35,09;66,01;-1;0;55,46
;ROLLER EXTRACTOR BHO XL300;POLINIZADOR-08;2;35;78;0;0;84,17
;RECAMBIO FILTRO DIA30 FPC30 ROLLER EXTRACTOR;POLINIZADOR-09;2;3,93;7,01;0;0;47,33
;EXTENSION ROLLER EXTRACTOR;POLINIZADOR-10;2;8,77;17;0;0;60,21
;PORTAMECHERO EXTENSIBLE;PORTAMECHER-01;2;1,82;3;-5;0;36,26
;BLACK WIDOW 1 UNID. FEMINIZADAS;POSITRONICS-01;1;5,98;13;0;0;97,66
;JACK DIESEL 1 UNID. FEMINIZADAS;POSITRONICS-02;1;7,59;15;0;0;63,37
;CLAUSTRUM 1 UNID. FEMINIZADAS;POSITRONICS-03;1;7,09;15;0;0;74,89
;BLUE RHINO 5 UNID. FEMINIZADAS;POSITRONICS-04;1;18,88;40;0;0;92,58
;SOMANGO # 47  5 UNID. FEMINIZADAS;POSITRONICS-05;2;18,24;38,01;0;0;89,42
;CLAUSTRUM 3 UNID. FEMINIZADAS;POSITRONICS-06;2;16,88;33;0;0;77,73
;GRAPERFRUIT 5 UNID. FEMINIZADAS;POSITRONICS-07;2;13,17;25;0;0;56,87
;POTENCIOMETRO EXTRACTOR;POTEMCIOMET-01;6;7,36;14;-4;0;57,2
;PRENSA 6 TONELADAS;PRENSA-01;6;110,11;200;0;0;50,11
;PRENSADOR SPACE 62x20 MM;PRENSADOR-01;2;6,9;14;0;0;67,68
;CRITICAL WIDOW 3 UNID. FEMINIZADAS;PROFE SEEDS-01;1;12,37;24;0;0;76,39
;DOBLE JACK 3 UNID. FEMINIZADAS;PROFE SEEDS-02;1;14,35;28;0;0;77,35
;PROPAGATOR 2x55 W TNEON (sin tubos);PROPAGADOR-01;2;39,65;75;0;0;56,32
;PROPAGADOR 2x36 W TNEON (sin tubos);PROPAGADOR-02;2;33,55;65;0;0;60,12
;SUN BLASTER FLUORESCENTE T5 (60 CMS/6400K?);PROPAGADOR-03;6;23,82;45;0;0;56,13
;"KIT LIGHTWAVE 60 CM 4 TUBOS 2""";PROPAGADOR-04;6;78,95;150;0;0;57,02
;LUMINARIA PRDATOR 8x54 W;PROPAGADOR-05;6;112,75;220;-1;0;61,26
;PULVERIZADOR MANUAL 1 L;PULVERIZADO-01;2;1,45;2;0;0;13,79
;PULVERIZADOR 2 L PRESION PREVIA BOQUILLA DE METAL;PULVERIZADO-02;2;3,4;8;0;0;94,41
;PULVERIZADOR 3 L CON LANZA AQUAKING;PULVERIZADO-03;2;9,78;19;0;0;60,53
;PULVERIZADOR 5 L CON LANZA AQUAKING;PULVERIZADO-04;2;9,9;23;-2;0;92,02
;PULVERIZADOR 8 L CON LANZA AQUAKING;PULVERIZADO-05;2;12,75;23,99;0;0;55,53
;TUTANKHAMON 1 UNID. FEMINIZADAS;PYRAMID-01;1;3,6;7;0;0;76,67
;WHITE WIDOW 1 UNID. FEMINIZADAS;PYRAMID-02;1;4,56;9;0;0;79,39
;NEW YORK CITY 1 UNID. FEMINIZADAS;PYRAMID-03;1;5,14;10;0;0;76,85
;SHARK 1 UNID. FEMINIZADAS;PYRAMID-04;2;4,07;8;0;0;78,62
;LENNON 1 UNID. FEMINIZADAS;PYRAMID-05;2;5,09;10;0;0;78,59
;OSIRIS 1 UNID. FEMINIZADAS;PYRAMID-06;2;3,06;6;0;0;78,1
;AUTO WEMBLEY 5 UNID. FEMINIZADAS;PYRAMID-07;2;15,28;30;0;0;78,47
;LENNON 5 UNID. FEMINIZADAS;PYRAMID-08;2;22,5;45;0;0;81,82
;FRESH CANDY 1 UNID. FEMINIZADAS;PYRAMID-09;2;3,5;7;0;0;81,71
;AUTO PURPLE 1 UNID. FEMINIZADAS;PYRAMID-10;2;3;6;0;0;81,67
;TUTANKHAMON 5 UNID. FEMINIZADAS;PYRAMID-11;2;15;30;0;0;81,8
;AUTO NEW YORK CITY 5 UNID. FEMINIZADAS;PYRAMID-12;2;10;20;0;0;81,8
;RED BLANCA RECUADRO 17x17 CM (1.metro);REDES-01;1;0,1;0,5;-8;0;310
;RED DE SUJECION ELASTICA 100x100 CM;REDES-02;2;3,99;7,01;0;0;45,11
;RED DE SUJECION ELASTICA 120x120 CM;REDES-03;2;4,84;9;0;0;53,72
;REDUCCION 125-100 MM METALICA;REDUCCION-01;2;5,95;14;0;0;94,45
;REDUCCION 150-125 MM METALICA;REDUCCION-02;2;6,8;16;0;0;94,41
;REDUCCION 200-150 MM METALICA;REDUCCION-03;2;8,7;20;0;0;90
;REDUCCION 250-200 MM METALICA;REDUCCION-04;2;10,9;23,99;0;0;81,93
;REDUCCION 315-250 MM METALICA;REDUCCION-05;2;14,9;33;0;0;83,02
;REDUCCION 400-315 MM ISOBOX;REDUCCION-06;2;33,88;60;0;0;46,37
;REDUCCION 355-315 MM ISOBOX;REDUCCION-07;2;31,34;58;0;0;52,94
;REDUCCION 160-150 MM PLASTICO;REDUCCION-08;2;1,82;3;0;0;36,26
;PLASTICO REFLECTANTE NEGRO-BLANCO 125 MICRAS;REFLECTANTE-01;2;0,93;3;0;0;166,67
;PLASTICO REFLECTANTE LIGHTITE DIAMOND;REFLECTANTE-02;2;1,95;4,01;-30;0;69,74
;REFLECTOR ALUMINIO STUCO O LISO + CASQUILLO;REFLECTOR-01;2;7;16;0;0;88,86
;COOLTUBE 125/500 MM PK;REFLECTOR-02;2;22,95;52,01;0;0;87,28
;COOLTUBE 150 MM INCLUYE CABLE 3,5 M PLUG AND PLAY;REFLECTOR-03;2;32,67;65;0;0;64,43
;COOLTUBE 150 MM (SIN REFLECTOR);REFLECTOR-04;2;27,23;50;0;0;51,74
;REFLECTOR DIAMOND 400 W;REFLECTOR-05;2;23,6;45;0;0;57,58
;REFLECTOR DIAMOND 600 W;REFLECTOR-06;6;33,27;60;0;0;49,05
;SPUDNIK 125 MM DELUXE;REFLECTOR-07;2;66,43;120;0;0;49,29
;ADJUST-A-WINGS ENFORCER MEDIUM;REFLECTOR-08;2;39,9;90;-10;0;86,42
;ADJUST-A-WINGS MEDIUM PROFESIONAL 400/600 CON SPRE;REFLECTOR-09;2;63;135;0;0;77,1
;SUPER-SPREADER PEQUEÐO;REFLECTOR-10;2;12,7;23,99;0;0;56,14
;LIGHT RAIL INTELLIDRIVE 3,5;REFLECTOR-11;2;139,15;230;0;0;36,6
